Time,T,sensor,depth,flags
1972-12-12T14:56:43.000Z,258.36596,TG22A,186,0
1972-12-12T15:03:00.000Z,258.89996,TC23,67,0
1972-12-12T15:03:00.000Z,262.09998,TC22,15,0
1972-12-12T15:04:01.000Z,258.63398,TG22B,234,0
1972-12-12T15:04:01.000Z,258.32598,TG22A,186,0
1972-12-12T15:10:18.000Z,262.89996,TC22,15,0
1972-12-12T15:10:18.000Z,258.89996,TC23,67,0
1972-12-12T15:11:15.000Z,258.36546,TG22A,186,0
1972-12-12T15:11:15.000Z,258.67446,TG22B,234,0
1972-12-12T15:17:32.000Z,258.79999,TC23,67,0
1972-12-12T15:17:32.000Z,261.89996,TC22,15,0
1972-12-12T15:18:30.000Z,258.59494,TG22B,234,0
1972-12-12T15:18:30.000Z,258.28494,TG22A,186,0
1972-12-12T15:24:46.000Z,258.69995,TC23,67,0
1972-12-12T15:24:46.000Z,261.19995,TC22,15,0
1972-12-12T15:25:44.000Z,258.28444,TG22A,186,0
1972-12-12T15:25:44.000Z,258.59544,TG22B,234,0
1972-12-12T15:32:01.000Z,258.29999,TC23,67,0
1972-12-12T15:32:01.000Z,261.39996,TC22,15,0
1972-12-12T15:32:58.000Z,258.59544,TG22B,234,0
1972-12-12T15:32:58.000Z,258.43046,TG21A,131,0
1972-12-12T15:32:58.000Z,258.28444,TG22A,186,0
1972-12-12T15:32:58.000Z,258.36946,TG21B,178,0
1972-12-12T15:39:15.000Z,259.69995,TC23,67,0
1972-12-12T15:39:15.000Z,262.0,TC22,15,0
1972-12-12T15:40:12.000Z,258.38097,TG21B,178,0
1972-12-12T15:40:12.000Z,258.25397,TG22A,186,0
1972-12-12T15:40:12.000Z,258.43897,TG21A,131,0
1972-12-12T15:40:12.000Z,258.56597,TG22B,234,0
1972-12-12T15:46:29.000Z,259.79999,TC23,67,0
1972-12-12T15:46:29.000Z,263.19995,TC22,15,0
1972-12-12T15:47:26.000Z,258.55596,TG22B,234,0
1972-12-12T15:47:26.000Z,258.42796,TG21A,131,0
1972-12-12T15:47:26.000Z,258.37196,TG21B,178,0
1972-12-12T15:47:26.000Z,258.24396,TG22A,186,0
1972-12-12T15:53:43.000Z,261.0,TC22,15,0
1972-12-12T15:53:43.000Z,257.69995,TC23,67,0
1972-12-12T15:54:41.000Z,258.55646,TG22B,234,0
1972-12-12T15:54:41.000Z,258.24346,TG22A,186,0
1972-12-12T15:54:41.000Z,258.33299,TG21B,178,0
1972-12-12T15:54:41.000Z,258.38699,TG21A,131,0
1972-12-12T16:00:57.000Z,256.79999,TC23,67,0
1972-12-12T16:00:57.000Z,261.69995,TC22,15,0
